epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,-0.32022694,0.44686866,-0.13316873,0.426275,10.0,-2.857242,0.0,50.0,0.0,1,-0.3361325,0.44210878,-0.13480334,0.42033815,20.0,-5.0203366,0.0,100.0,0.0
2,-0.3388932,0.440462,-0.13213097,0.41911268,30.0,-7.273268,0.0,150.0,0.02
3,-0.34492883,0.4394517,-0.13611723,0.41827875,40.0,-8.739581,0.0,200.0,0.02
4,-0.3493416,0.44630492,-0.14130913,0.42377707,50.0,-9.208641,0.0,250.0,0.02
5,-0.35123467,0.44659314,-0.1457524,0.42325237,60.0,-9.5840025,0.2,300.0,0.02
997
4,-0.34744954,0.44538018,-0.14929596,0.41489524,50.0,-7.032185,0.375,250.0,0.03749999962747097
